taxonomy	SH2	SH3	SH4	SP1	SP2	SP3
Acetothermia	0	0	0	0	0	0
Acidobacteria	0	0	0	0	0	0
Acidobacteria	0	3	1	2	0	0
Acidobacteria	0	0	4	4	0	0
Acidobacteria	0	0	0	0	0	0
Acidobacteria	2	0	0	0	0	0
Acidobacteria	0	0	0	0	0	0
Acidobacteria	0	0	0	0	0	3
Acidobacteria	0	0	0	0	0	0
Acidobacteria	0	0	0	0	0	59
Acidobacteria	1	0	1	0	0	0
Acidobacteria	0	0	0	0	2	2
Acidobacteria	0	0	0	0	0	0
Acidobacteria	0	0	2	0	0	0
Acidobacteria	0	0	0	0	0	0
Acidobacteria	1	0	0	0	0	0
Acidobacteria	0	0	0	0	2	0
Acidobacteria	0	0	0	0	0	0
Acidobacteria	0	0	0	2	0	0
Acidobacteria	8	2	5	7	9	8
Acidobacteria	2	0	0	0	1	0
Acidobacteria	0	0	0	0	0	0
Acidobacteria	0	0	2	0	0	0
Acidobacteria	0	1	0	0	0	0
Acidobacteria	0	0	2	0	0	0
Acidobacteria	0	0	0	0	0	0
Acidobacteria	0	0	0	0	0	0
Acidobacteria	1	0	0	0	2	1
Acidobacteria	0	0	0	0	0	0
Acidobacteria	0	1	1	2	0	0
Acidobacteria	0	0	0	3	0	0
Acidobacteria	0	0	0	2	0	0
Acidobacteria	1	3	1	2	0	2
Acidobacteria	0	1	1	2	3	1
Acidobacteria	1	0	0	0	0	46
Acidobacteria	0	0	0	0	2	0
Acidobacteria	0	2	0	0	0	0
Acidobacteria	0	0	0	0	0	0
Acidobacteria	0	0	1	0	0	0
Acidobacteria	0	0	0	0	2	0
Acidobacteria	0	0	0	0	2	0
Acidobacteria	0	0	2	0	0	0
Acidobacteria	3	0	1	1	0	0
Acidobacteria	0	0	0	2	0	0
Acidobacteria	0	0	0	0	0	0
Acidobacteria	0	0	2	0	0	0
Acidobacteria	1	0	0	1	0	0
Acidobacteria	0	0	1	0	1	1
Acidobacteria	0	0	2	1	0	0
Acidobacteria	0	0	0	0	0	0
Acidobacteria	0	0	1	0	0	0
Acidobacteria	1	0	0	1	0	0
Acidobacteria	0	1	0	0	0	0
Acidobacteria	0	0	0	0	0	0
Acidobacteria	0	0	0	2	0	0
Acidobacteria	0	2	0	0	0	0
Acidobacteria	0	0	0	4	0	69
Acidobacteria	0	0	1	0	0	29
Acidobacteria	6	6	9	6	2	5
Acidobacteria	0	0	1	0	0	18
Acidobacteria	0	1	0	0	0	24
Acidobacteria	0	0	0	3	2	4
Acidobacteria	0	0	0	0	0	0
Acidobacteria	3	0	4	0	4	0
Acidobacteria	0	0	0	0	0	0
Acidobacteria	2	1	7	9	2	5
Acidobacteria	4	2	0	4	1	2
Acidobacteria	0	0	0	11	0	0
Acidobacteria	0	0	0	0	0	7
Acidobacteria	3	1	2	4	3	0
Acidobacteria	0	0	1	0	0	0
Acidobacteria	0	0	0	0	0	0
Acidobacteria	0	1	3	0	3	0
Acidobacteria	0	0	1	1	4	1
Acidobacteria	0	0	0	0	0	7
Acidobacteria	0	0	0	14	0	0
Acidobacteria	5	1	2	1	1	2
Acidobacteria	0	0	0	4	0	0
Acidobacteria	0	0	0	0	0	0
Acidobacteria	0	0	1	4	1	0
Acidobacteria	1	0	2	1	0	0
Acidobacteria	0	0	0	0	0	5
Acidobacteria	0	0	0	4	0	2
Acidobacteria	0	0	0	3	0	6
Acidobacteria	2	0	0	0	0	1
Acidobacteria	0	0	0	0	0	0
Acidobacteria	0	0	0	1	1	0
Acidobacteria	0	0	1	0	1	0
Acidobacteria	2	0	0	1	0	0
Acidobacteria	2	0	0	0	0	0
Acidobacteria	1	0	0	0	0	0
Acidobacteria	0	0	0	0	0	1
Actinobacteria	0	0	0	5	0	0
Actinobacteria	0	0	0	10	0	7
Actinobacteria	0	2	1	0	1	0
Actinobacteria	0	0	2	4	1	76
Actinobacteria	0	0	2	0	0	0
Actinobacteria	3	6	7	14	3	4
Actinobacteria	2	0	0	0	1	0
Actinobacteria	49	42	97	308	24	104
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	1	0	0	2
Actinobacteria	0	0	0	0	0	0
Actinobacteria	2	0	0	0	0	0
Actinobacteria	15	12	13	20	9	19
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	0	1	0
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	1	1	1
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	1	3	0	0	0
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	0	0	2
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	2	0	0	0
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	1	2	0	1
Actinobacteria	0	0	0	0	0	2
Actinobacteria	2	1	4	5	1	2
Actinobacteria	0	0	0	0	2	0
Actinobacteria	0	0	0	0	0	2
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	0	0	2
Actinobacteria	0	1	1	0	0	0
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	0	0	45
Actinobacteria	1	2	2	2	0	1
Actinobacteria	0	0	0	0	0	0
Actinobacteria	1	1	0	0	3	1
Actinobacteria	2	0	0	0	0	0
Actinobacteria	1	0	0	0	1	0
Actinobacteria	1	0	1	0	0	0
Actinobacteria	1	0	1	0	0	0
Actinobacteria	0	2	1	0	1	3
Actinobacteria	0	1	0	0	0	0
Actinobacteria	0	0	0	0	0	1
Actinobacteria	0	0	1	0	0	0
Actinobacteria	0	0	2	0	0	0
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	0	0	19
Actinobacteria	21	12	27	31	25	25
Actinobacteria	0	0	4	9	0	15
Actinobacteria	0	1	1	36	0	3
Actinobacteria	0	0	1	0	1	0
Actinobacteria	0	0	0	5	0	19
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	1	0	0
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	1	0	0	0	23
Actinobacteria	0	0	0	0	0	5
Actinobacteria	0	0	0	0	0	0
Actinobacteria	1	2	2	1	3	59
Actinobacteria	0	0	0	0	3	18
Actinobacteria	0	0	0	9	1	0
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	0	0	11
Actinobacteria	0	0	1	0	0	0
Actinobacteria	0	0	0	0	0	0
Actinobacteria	2	2	1	1	2	1
Actinobacteria	0	0	1	0	0	0
Actinobacteria	5	4	12	43	1	3
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	0	0	21
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	2	0	0	5
Actinobacteria	0	0	0	0	0	9
Actinobacteria	0	0	1	1	0	0
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	6	0	0
Actinobacteria	0	0	1	0	0	10
Actinobacteria	6	2	6	3	3	5
Actinobacteria	0	0	0	1	0	5
Actinobacteria	0	1	0	18	4	16
Actinobacteria	0	1	0	0	0	0
Actinobacteria	0	0	0	0	0	0
Actinobacteria	7	1	8	13	3	33
Actinobacteria	1	1	1	2	0	2
Actinobacteria	0	0	1	0	0	0
Actinobacteria	0	0	1	3	1	97
Actinobacteria	1	0	1	5	2	22
Actinobacteria	2	0	3	5	3	2
Actinobacteria	0	0	0	9	0	0
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	0	0	11
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	2	0	2
Actinobacteria	0	32	0	10	0	44
Actinobacteria	0	0	0	0	0	0
Actinobacteria	1	1	10	11	2	1
Actinobacteria	0	0	0	0	0	9
Actinobacteria	0	0	0	0	0	0
Actinobacteria	1	0	0	0	0	3
Actinobacteria	1	1	1	4	2	34
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	0	0	0
Actinobacteria	0	0	0	0	0	0
Armatimonadetes	0	0	2	2	0	0
Armatimonadetes	0	0	0	2	0	0
Bacteroidetes	0	1	0	0	0	2
Bacteroidetes	2	1	1	7	0	4
Bacteroidetes	2	2	5	22	1	15
Bacteroidetes	0	1	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	2	0	0
Bacteroidetes	5	7	6	15	4	6
Bacteroidetes	0	0	0	0	0	2
Bacteroidetes	0	0	0	0	0	9
Bacteroidetes	0	0	0	1	0	0
Bacteroidetes	0	0	0	0	1	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	2	0	20
Bacteroidetes	3	0	7	10	3	2
Bacteroidetes	0	0	3	0	0	0
Bacteroidetes	0	0	0	3	0	0
Bacteroidetes	0	0	0	0	0	3
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	4	0	0
Bacteroidetes	0	0	0	6	0	0
Bacteroidetes	0	0	2	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	1	0	2
Bacteroidetes	0	0	0	0	0	2
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	1	0	0
Bacteroidetes	2	0	0	1	0	0
Bacteroidetes	0	0	0	0	1	6
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	1	0	3	1	0	1
Bacteroidetes	0	0	0	1	0	1
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	1	0	0	46	5	1
Bacteroidetes	1	1	2	6	0	43
Bacteroidetes	0	0	0	0	0	19
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	2	0	0	0	0	0
Bacteroidetes	0	1	0	0	0	1
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	2	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	2	0	0	0	0
Bacteroidetes	0	0	1	2	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	6	3	2	17	10	37
Bacteroidetes	15	9	15	9	8	13
Bacteroidetes	0	0	0	4	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	1	0	1
Bacteroidetes	0	0	0	0	0	53
Bacteroidetes	0	0	0	1	0	0
Bacteroidetes	1	0	0	0	0	0
Bacteroidetes	0	0	0	6	0	0
Bacteroidetes	0	2	0	0	0	0
Bacteroidetes	1	0	0	1	0	3
Bacteroidetes	0	0	0	0	0	1
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	1	0
Bacteroidetes	0	0	0	1	1	14
Bacteroidetes	0	0	0	2	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	2	0	0	1	0	0
Bacteroidetes	0	0	0	0	0	42
Bacteroidetes	0	2	2	1	0	0
Bacteroidetes	0	0	0	1	0	1
Bacteroidetes	0	0	2	0	0	0
Bacteroidetes	0	0	0	0	0	22
Bacteroidetes	0	0	0	4	0	0
Bacteroidetes	2	2	11	9	5	16
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	1	0	1	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	51
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	1	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	1	2	1	0	1	1
Bacteroidetes	0	0	0	7	0	4
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	2	0	0	23
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	1	0	5	2	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	3	0	0	0
Bacteroidetes	0	0	0	0	0	43
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	2
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	2	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	1	0	1
Bacteroidetes	0	2	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	1	2	0	18	2	9
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	2	0	0	0
Bacteroidetes	0	0	0	0	0	38
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	1
Bacteroidetes	1	0	0	0	1	0
Bacteroidetes	0	0	2	0	0	0
Bacteroidetes	0	0	13	2	1	3
Bacteroidetes	2	1	9	9	3	5
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	1	0	0	11	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	1	0	0	0	0	0
Bacteroidetes	0	0	0	0	1	0
Bacteroidetes	0	2	1	1	0	1
Bacteroidetes	1	2	0	0	2	32
Bacteroidetes	0	0	0	110	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	1	2
Bacteroidetes	0	0	0	0	0	32
Bacteroidetes	0	0	0	0	0	18
Bacteroidetes	0	0	0	0	0	1
Bacteroidetes	0	0	0	42	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	1	0	0	1
Bacteroidetes	0	0	0	5	0	0
Bacteroidetes	0	0	0	0	0	23
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	20	5	28	38	23	22
Bacteroidetes	0	0	0	0	1	0
Bacteroidetes	1	0	0	0	0	34
Bacteroidetes	3	1	0	4	0	39
Bacteroidetes	0	0	0	0	0	17
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	25
Bacteroidetes	0	0	0	0	0	38
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	10
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	1
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	10
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	1	2	6	1	3	2
Bacteroidetes	0	0	0	0	1	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	1	1	0	1	1	3
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	1	1	2	4	1
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	1	1	4	2	2	2
Bacteroidetes	0	1	1	4	0	4
Bacteroidetes	1	0	0	7	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	1	0	0	6	2	26
Bacteroidetes	0	2	1	2	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	11
Bacteroidetes	0	0	0	0	1	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	2	0	0	0
Bacteroidetes	0	1	0	1	0	0
Bacteroidetes	1	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	11
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	12	0	20
Bacteroidetes	0	0	0	3	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	1	0	1	1	0	2
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	1	1	0	0
Bacteroidetes	0	1	1	0	2	0
Bacteroidetes	0	0	0	2	0	0
Bacteroidetes	0	0	1	7	0	3
Bacteroidetes	0	0	0	3	0	0
Bacteroidetes	0	1	0	6	0	5
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	1	0	1	0	0	12
Bacteroidetes	0	0	1	1	0	2
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	4	0	1	2	0	0
Bacteroidetes	2	0	0	1	0	0
Bacteroidetes	4	0	3	4	1	0
Bacteroidetes	0	0	0	1	0	0
Bacteroidetes	0	0	0	0	0	8
Bacteroidetes	1	0	4	2	0	1
Bacteroidetes	11	6	14	16	8	38
Bacteroidetes	1	1	0	1	1	1
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	11	1	0
Bacteroidetes	1	0	0	0	0	0
Bacteroidetes	1	0	0	1	1	1
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	1	1	0	2	3	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	5
Bacteroidetes	0	0	2	2	2	0
Bacteroidetes	4	1	2	2	1	1
Bacteroidetes	0	0	0	0	0	4
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	1	0	0	0	0
Bacteroidetes	0	1	2	1	1	2
Bacteroidetes	0	0	0	4	0	0
Bacteroidetes	0	1	3	0	0	2
Bacteroidetes	7	0	4	10	2	9
Bacteroidetes	3	4	2	6	3	2
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	3	0	0
Bacteroidetes	0	1	0	0	0	0
Bacteroidetes	0	0	0	10	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	0	1	52
Bacteroidetes	0	0	0	5	0	0
Bacteroidetes	0	0	0	0	0	26
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	2	3	1	0	0	2
Bacteroidetes	0	1	0	0	0	4
Bacteroidetes	0	0	0	0	0	35
Bacteroidetes	1	0	1	2	4	2
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	0	0	0	1	0	0
Bacteroidetes	0	0	0	1	0	0
Bacteroidetes	0	0	0	1	0	3
Bacteroidetes	0	0	0	0	0	69
Bacteroidetes	0	0	1	2	0	0
Bacteroidetes	0	0	0	0	0	0
Bacteroidetes	1	2	1	1	0	0
Bacteroidetes	0	0	0	0	0	19
Caldiserica	0	0	0	0	0	0
Chlamydiae	1	0	0	0	0	0
Chlamydiae	0	0	2	0	0	0
Chlamydiae	2	0	0	0	0	0
Chloroflexi	0	0	3	1	0	0
Chloroflexi	2	0	0	0	0	0
Chloroflexi	0	0	0	0	0	2
Chloroflexi	0	0	2	0	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	1	1	1	1	4	1
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	0	0	39
Chloroflexi	0	0	0	0	0	2
Chloroflexi	0	0	0	0	0	2
Chloroflexi	0	0	0	6	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	1	0	2	0	0	1
Chloroflexi	1	3	2	1	0	0
Chloroflexi	2	0	1	0	0	0
Chloroflexi	0	1	0	0	2	0
Chloroflexi	0	0	1	0	0	2
Chloroflexi	2	3	1	1	1	1
Chloroflexi	0	0	0	0	0	2
Chloroflexi	0	2	0	0	0	0
Chloroflexi	2	0	2	1	0	1
Chloroflexi	0	0	0	0	2	0
Chloroflexi	1	0	4	1	2	1
Chloroflexi	0	0	1	0	1	0
Chloroflexi	1	0	1	0	0	0
Chloroflexi	1	0	1	0	0	1
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	1	0	0
Chloroflexi	0	0	0	0	0	2
Chloroflexi	0	0	0	0	0	2
Chloroflexi	0	0	0	3	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	2	0	0	0	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	0	0	2
Chloroflexi	0	0	0	0	2	0
Chloroflexi	0	0	1	0	0	1
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	2	0	0
Chloroflexi	0	0	2	0	0	0
Chloroflexi	2	0	0	0	0	0
Chloroflexi	3	0	0	1	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	2	0	0
Chloroflexi	0	0	0	0	0	1
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	1	0	0	0
Chloroflexi	0	0	5	1	1	1
Chloroflexi	0	0	0	0	2	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	2	0	0	0	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	2	0	0	0	0	0
Chloroflexi	0	2	0	0	2	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	0	0	1
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	2	0	0	0
Chloroflexi	0	0	0	0	1	0
Chloroflexi	0	0	2	0	0	0
Chloroflexi	1	0	0	0	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	1	0	1	0	0	2
Chloroflexi	1	0	0	0	0	2
Chloroflexi	1	1	1	0	0	29
Chloroflexi	0	0	0	2	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	0	0	2
Chloroflexi	2	0	4	2	1	1
Chloroflexi	0	0	0	3	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	4	0	4	2	3	6
Chloroflexi	0	0	0	0	0	0
Chloroflexi	1	2	6	4	1	1
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	2	1	6	1	1	2
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	1	0	1	0	1
Chloroflexi	0	0	1	0	0	0
Chloroflexi	0	0	0	0	0	18
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	3	0	3	2	2	2
Chloroflexi	0	1	0	0	0	0
Chloroflexi	1	0	1	1	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	6	1	2	0	0	1
Chloroflexi	0	0	0	0	0	0
Chloroflexi	0	0	0	0	0	0
Chloroflexi	3	0	2	5	0	3
Chloroflexi	0	0	1	1	0	3
Chloroflexi	0	1	0	3	1	2
Chloroflexi	1	0	1	1	0	0
Chloroflexi	2	2	4	2	1	1
Chloroflexi	0	1	1	6	0	2
Chloroflexi	0	0	0	1	0	0
Chloroflexi	2	1	3	2	1	0
Chloroflexi	0	0	0	0	0	68
Chloroflexi	1	0	4	1	0	0
CK-2C2-2	2	0	0	0	0	0
Cloacimonetes	0	0	0	0	0	0
Cyanobacteria	0	0	0	0	0	0
Cyanobacteria	0	0	0	0	0	0
Cyanobacteria	0	0	2	0	0	0
Cyanobacteria	0	0	0	0	0	0
Cyanobacteria	0	0	0	5	0	0
Cyanobacteria	1	1	1	9	0	4
Cyanobacteria	0	0	0	0	0	34
Cyanobacteria	0	0	0	0	0	0
Cyanobacteria	0	0	0	7	0	1
Cyanobacteria	0	0	0	0	0	0
Cyanobacteria	0	0	0	0	0	0
Cyanobacteria	0	0	0	9	0	2
Cyanobacteria	0	0	0	0	0	0
Deferribacteres	0	0	0	0	0	0
Deferribacteres	0	0	1	0	0	0
Deferribacteres	0	0	0	0	0	0
Deinococcus-Thermus	0	0	0	0	0	0
Deinococcus-Thermus	0	0	0	0	0	8
Deinococcus-Thermus	0	1	0	0	0	0
Deinococcus-Thermus	0	0	0	0	0	0
Elusimicrobia	0	0	0	0	0	0
Elusimicrobia	0	0	0	0	0	0
Entotheonellaeota	0	0	0	0	0	0
Epsilonbacteraeota	0	0	0	0	0	0
Epsilonbacteraeota	0	0	0	0	0	0
Epsilonbacteraeota	0	0	0	0	0	0
Epsilonbacteraeota	0	0	0	0	0	0
Epsilonbacteraeota	0	0	0	0	0	0
Epsilonbacteraeota	0	0	0	0	0	0
Epsilonbacteraeota	0	0	0	0	0	0
Epsilonbacteraeota	7	4	10	14	4	7
Epsilonbacteraeota	0	0	0	0	0	0
Epsilonbacteraeota	0	0	0	0	0	0
Epsilonbacteraeota	8	6	13	12	6	10
Epsilonbacteraeota	30	28	55	507	13	102
Epsilonbacteraeota	0	0	0	4	0	0
Epsilonbacteraeota	53	26	47	382	14	174
Epsilonbacteraeota	0	0	0	0	1	0
FCPU426	0	0	0	0	0	0
FCPU426	0	0	0	0	0	1
Fibrobacteres	2	2	1	2	0	1
Fibrobacteres	0	0	1	1	1	0
Fibrobacteres	0	0	0	2	1	1
Fibrobacteres	0	0	0	0	0	0
Fibrobacteres	0	0	0	0	2	0
Fibrobacteres	0	0	0	0	0	0
Fibrobacteres	0	0	5	5	1	5
Firmicutes	102	39	112	119	84	217
Firmicutes	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	0
Firmicutes	3	0	7	6	3	5
Firmicutes	0	0	0	0	0	0
Firmicutes	0	0	1	0	0	0
Firmicutes	0	0	0	0	0	0
Firmicutes	13	11	9	16	15	16
Firmicutes	0	0	0	7	0	0
Firmicutes	0	0	0	5	0	0
Firmicutes	2	1	0	3	2	11
Firmicutes	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	0
Firmicutes	3	0	0	4	0	0
Firmicutes	0	2	0	0	0	0
Firmicutes	0	0	3	2	0	0
Firmicutes	0	1	1	1	2	0
Firmicutes	2	0	2	2	1	0
Firmicutes	1	2	0	0	0	1
Firmicutes	1	1	0	11	0	51
Firmicutes	0	0	0	0	0	0
Firmicutes	0	0	0	0	2	0
Firmicutes	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	0
Firmicutes	0	2	2	4	0	37
Firmicutes	2	0	0	0	0	0
Firmicutes	0	0	0	0	0	1
Firmicutes	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	5
Firmicutes	0	0	0	0	0	0
Firmicutes	0	0	2	0	0	0
Firmicutes	0	0	0	0	0	0
Firmicutes	1	1	0	2	1	13
Firmicutes	0	0	3	4	1	0
Firmicutes	1	0	2	0	1	0
Firmicutes	0	0	0	2	0	0
Firmicutes	0	1	0	6	0	0
Firmicutes	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	4
Firmicutes	0	0	0	0	0	0
Firmicutes	0	0	1	0	0	0
Firmicutes	6	1	5	2	0	2
Firmicutes	0	0	0	2	0	0
Firmicutes	0	0	0	2	0	0
Firmicutes	0	0	0	0	0	0
Firmicutes	2	0	1	1	0	4
Firmicutes	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	0
Firmicutes	1	0	1	0	0	0
Firmicutes	2	0	1	11	1	14
